age,workclass,fnlwgt,education,education_no_of_years,marital_status,occupation,sex,capital_gain,capital_loss,working_hours_per_week,native_contienent,salary
33,Private,86143,Some-college,10,Never-married,Exec-managerial,Male,0,0,40,asia,171617
50,Private,181139,Some-college,10,Never-married,Farming-fishing,Male,0,0,40,north_america,96053
44,Private,326232,Bachelors,13,not_married,Exec-managerial,Male,0,2547,50,north_america,44638
39,Local-gov,153976,Masters,14,married,Prof-specialty,Male,0,0,40,north_america,128627
55,Self-emp-not-inc,59469,9th,5,married,Farming-fishing,Male,0,0,25,north_america,169365
24,Private,127139,Some-college,10,Never-married,Adm-clerical,Female,0,0,40,north_america,201763
35,Private,136343,HS-grad,9,Never-married,Sales,Male,0,0,40,north_america,185029
32,Self-emp-not-inc,350624,12th,8,married,Craft-repair,Male,0,0,40,north_america,119545
66,Unknown,177351,Bachelors,13,married,Unknown,Male,0,2174,40,north_america,208681
68,Private,166149,HS-grad,9,not_married,Adm-clerical,Female,0,2206,30,north_america,172109
29,Private,121523,11th,7,married,Transport-moving,Male,0,0,60,north_america,286219
24,Self-emp-not-inc,267396,Bachelors,13,Never-married,Sales,Male,0,0,40,north_america,117237
61,Private,83045,9th,5,married,Machine-op-inspct,Male,0,0,40,north_america,182607
34,Private,160449,HS-grad,9,married,Machine-op-inspct,Male,0,0,44,north_america,195269
55,Self-emp-inc,124137,Prof-school,15,married,Prof-specialty,Male,0,2415,35,europe,236380
20,Unknown,287681,Some-college,10,Never-married,Unknown,Male,0,0,36,north_america,179189
41,Private,154194,HS-grad,9,Never-married,Sales,Female,0,0,40,north_america,178083
36,Self-emp-not-inc,295127,HS-grad,9,married,Farming-fishing,Male,0,0,84,north_america,39846
60,Private,240521,HS-grad,9,married,Craft-repair,Male,7298,0,40,north_america,262118
61,Self-emp-not-inc,244087,HS-grad,9,married,Craft-repair,Male,0,0,52,north_america,186974
35,Private,356250,Prof-school,15,married,Sales,Male,0,0,35,asia,105807
42,State-gov,293791,Bachelors,13,married,Exec-managerial,Male,0,0,50,north_america,196117
26,Private,44308,Bachelors,13,Never-married,Tech-support,Male,0,0,40,north_america,114334
44,Local-gov,210527,Some-college,10,Never-married,Other-service,Female,0,0,40,north_america,91837
31,State-gov,151763,Masters,14,Never-married,Adm-clerical,Male,0,0,25,north_america,237186
39,State-gov,267581,HS-grad,9,Never-married,Other-service,Male,0,0,40,north_america,160648
20,Private,100188,Some-college,10,Never-married,Tech-support,Female,0,0,24,north_america,118650
32,Self-emp-inc,111746,Some-college,10,married,Craft-repair,Male,0,0,40,north_america,179317
32,Self-emp-not-inc,171091,HS-grad,9,married,Sales,Male,0,0,40,north_america,184012
61,Private,355645,9th,5,married,Machine-op-inspct,Male,0,0,20,north_america,161398
54,Local-gov,137678,Some-college,10,not_married,Adm-clerical,Female,0,0,40,north_america,255071
23,Private,70894,Assoc-acdm,12,Never-married,Craft-repair,Male,0,0,40,north_america,52463
19,Private,171306,HS-grad,9,Never-married,Sales,Male,0,0,3,north_america,120818
31,Private,100997,Some-college,10,married,Prof-specialty,Male,0,0,40,north_america,180570
35,Private,63921,5th-6th,3,married,Handlers-cleaners,Male,0,0,40,north_america,59611
29,Private,32897,HS-grad,9,not_married,Other-service,Female,0,0,25,north_america,288946
29,Local-gov,251854,HS-grad,9,Never-married,Protective-serv,Female,0,0,40,north_america,250314
25,Private,345121,10th,6,not_married,Other-service,Female,0,0,25,north_america,280816
46,Private,86220,Bachelors,13,not_married,Sales,Female,0,0,40,north_america,89605
35,Private,172845,Assoc-voc,11,Never-married,Other-service,Female,0,0,30,north_america,31995
20,Private,171398,10th,6,Never-married,Sales,Male,0,0,40,north_america,185865
24,Self-emp-not-inc,174391,HS-grad,9,married,Adm-clerical,Female,0,0,40,north_america,243929
48,Private,207058,HS-grad,9,not_married,Adm-clerical,Female,0,0,37,north_america,83614
37,Private,291251,HS-grad,9,not_married,Machine-op-inspct,Female,0,0,40,north_america,152254
60,Self-emp-not-inc,224377,HS-grad,9,married,Sales,Male,0,0,40,north_america,236685
39,Private,105813,HS-grad,9,married,Craft-repair,Male,0,0,40,north_america,220863
29,Local-gov,180916,Some-college,10,not_married,Adm-clerical,Female,0,0,38,north_america,216643
31,Self-emp-not-inc,122749,Assoc-voc,11,not_married,Craft-repair,Male,0,0,20,north_america,247633
38,Private,31069,Assoc-voc,11,married,Craft-repair,Male,4386,0,40,north_america,77398
26,Self-emp-not-inc,284343,Assoc-acdm,12,Never-married,Craft-repair,Male,0,0,40,north_america,259167
64,Private,319371,Bachelors,13,married,Exec-managerial,Male,15024,0,40,north_america,205172
46,Private,174224,Assoc-voc,11,not_married,Protective-serv,Male,0,0,40,north_america,82876
69,Unknown,183958,HS-grad,9,married,Unknown,Male,0,0,8,north_america,65336
39,Private,127772,HS-grad,9,married,Sales,Male,3103,0,44,north_america,243282
48,Private,80651,HS-grad,9,not_married,Machine-op-inspct,Female,0,0,55,north_america,79154
46,Private,62793,HS-grad,9,not_married,Sales,Female,0,0,40,north_america,103308
42,Private,191712,Bachelors,13,not_married,Sales,Male,0,1590,40,north_america,62709
39,Self-emp-not-inc,237532,HS-grad,9,married,Sales,Female,0,0,54,north_america,36214
50,Federal-gov,20179,Masters,14,married,Tech-support,Male,0,0,40,north_america,202645
24,Private,311376,Bachelors,13,Never-married,Prof-specialty,Female,0,0,40,north_america,48074
30,Private,432565,Assoc-voc,11,married,Tech-support,Female,0,0,40,north_america,164159
39,Self-emp-inc,329980,Bachelors,13,married,Sales,Male,0,2415,60,north_america,52696
29,Self-emp-not-inc,125190,HS-grad,9,married,Craft-repair,Male,0,0,40,north_america,265153
23,Private,342946,11th,7,Never-married,Transport-moving,Female,0,0,38,north_america,198950
21,Unknown,219835,Assoc-voc,11,Never-married,Unknown,Male,0,0,40,north_america,60418
32,Private,123429,10th,6,not_married,Craft-repair,Male,0,0,40,north_america,216104
69,Self-emp-inc,69209,Bachelors,13,married,Machine-op-inspct,Male,3818,0,30,north_america,116452
55,Private,66356,HS-grad,9,not_married,Handlers-cleaners,Male,0,0,40,north_america,241642
41,Private,195897,Some-college,10,married,Sales,Male,0,0,50,north_america,274461
44,Self-emp-inc,153132,Bachelors,13,married,Exec-managerial,Male,7688,0,52,north_america,37735
18,Private,230875,11th,7,Never-married,Adm-clerical,Male,0,0,40,north_america,151898
74,Self-emp-not-inc,92298,Bachelors,13,married,Exec-managerial,Male,0,0,10,north_america,131274
40,Private,185145,Doctorate,16,married,Prof-specialty,Male,0,0,40,north_america,62556
27,Private,297296,HS-grad,9,married,Craft-repair,Male,0,0,40,north_america,41806
75,Unknown,164849,9th,5,married,Unknown,Male,1409,0,5,north_america,190461
55,Private,145214,HS-grad,9,not_married,Adm-clerical,Female,0,0,40,north_america,284770
52,Self-emp-not-inc,242341,7th-8th,4,married,Craft-repair,Male,0,0,40,north_america,150491
54,Private,240542,Some-college,10,not_married,Sales,Female,0,0,48,north_america,271675
36,Private,104772,HS-grad,9,not_married,Craft-repair,Male,0,0,48,north_america,134425
76,Unknown,152802,Some-college,10,married,Unknown,Male,0,0,8,north_america,97872
26,Private,181666,HS-grad,9,Never-married,Handlers-cleaners,Female,0,0,40,north_america,133848
18,Private,415520,11th,7,Never-married,Craft-repair,Male,0,0,20,north_america,74508
38,Private,258761,HS-grad,9,not_married,Exec-managerial,Male,0,0,50,north_america,30133
50,Private,88842,Bachelors,13,married,Transport-moving,Male,7298,0,40,north_america,72648
19,Unknown,356717,Some-college,10,Never-married,Unknown,Female,0,0,25,north_america,34623
32,Private,158438,Some-college,10,married,Exec-managerial,Male,0,0,60,north_america,268330
57,Private,206206,Bachelors,13,married,Sales,Male,0,0,40,north_america,186123
20,Private,51816,HS-grad,9,Never-married,Protective-serv,Male,0,0,40,north_america,234270
27,Private,253814,Some-college,10,Never-married,Adm-clerical,Female,0,0,40,north_america,292831
31,Self-emp-not-inc,161745,Bachelors,13,not_married,Exec-managerial,Male,0,1980,60,north_america,144458
60,Private,162947,5th-6th,3,not_married,Machine-op-inspct,Female,0,0,40,north_america,148962
52,Private,163027,HS-grad,9,not_married,Craft-repair,Female,0,0,50,north_america,208618
61,Private,146788,7th-8th,4,married,Transport-moving,Male,0,0,40,north_america,60166
57,Self-emp-not-inc,73309,HS-grad,9,not_married,Craft-repair,Male,0,0,55,north_america,118941
19,Unknown,143867,Some-college,10,Never-married,Unknown,Male,0,0,40,north_america,219709
59,Self-emp-not-inc,104216,Prof-school,15,married,Sales,Male,0,0,25,north_america,99691
34,Self-emp-not-inc,345705,HS-grad,9,Never-married,Craft-repair,Male,0,0,45,north_america,295501
31,Private,133770,Assoc-acdm,12,married,Craft-repair,Male,0,0,50,north_america,255460
42,Private,209392,HS-grad,9,not_married,Protective-serv,Male,0,0,35,north_america,234042
70,Private,262345,Some-college,10,Never-married,Adm-clerical,Female,0,0,6,north_america,266794
47,Private,277545,Bachelors,13,married,Adm-clerical,Male,0,0,40,other,248651
47,Unknown,174525,HS-grad,9,married,Unknown,Male,3942,0,40,other,244966
29,Private,490332,Some-college,10,married,Transport-moving,Male,0,0,45,north_america,43381
27,Private,211570,11th,7,Never-married,Handlers-cleaners,Male,0,0,40,north_america,99206
25,Private,374918,12th,8,married,Other-service,Female,0,0,40,north_america,64613
51,Private,106728,Bachelors,13,married,Exec-managerial,Male,5178,0,60,north_america,281745
28,Private,173649,HS-grad,9,Never-married,Other-service,Female,0,0,40,other,120012
35,Private,174597,Bachelors,13,married,Craft-repair,Male,0,0,40,north_america,183453
36,Self-emp-not-inc,233533,Some-college,10,married,Craft-repair,Male,0,0,60,north_america,282280
54,Unknown,169785,Masters,14,Never-married,Unknown,Female,0,0,40,north_america,225515
46,Private,133169,Assoc-voc,11,married,Craft-repair,Male,0,0,40,north_america,132684
52,Private,198824,Assoc-voc,11,not_married,Other-service,Female,0,0,35,north_america,230763
65,Private,174056,7th-8th,4,married,Machine-op-inspct,Male,0,0,40,north_america,197061
43,Private,188696,Assoc-voc,11,not_married,Machine-op-inspct,Male,0,0,40,north_america,54585
41,Local-gov,90692,HS-grad,9,not_married,Prof-specialty,Female,0,0,40,north_america,40363
34,Private,271933,Bachelors,13,Never-married,Exec-managerial,Female,0,1741,45,north_america,224271
47,Self-emp-not-inc,102359,Bachelors,13,married,Exec-managerial,Male,0,0,30,north_america,202800
49,Federal-gov,213668,Masters,14,Never-married,Exec-managerial,Male,0,0,56,north_america,210766
21,Private,294789,Some-college,10,Never-married,Other-service,Female,0,0,25,north_america,93184
20,Private,157599,Some-college,10,Never-married,Other-service,Female,0,0,25,north_america,272535
18,Local-gov,134935,12th,8,Never-married,Protective-serv,Male,0,0,40,north_america,178841
27,Private,466224,Some-college,10,Never-married,Sales,Male,0,0,40,north_america,208262
34,Self-emp-not-inc,111985,HS-grad,9,married,Craft-repair,Male,0,0,50,north_america,155569
38,Private,264627,Some-college,10,not_married,Adm-clerical,Female,0,0,40,north_america,136318
24,Private,213427,HS-grad,9,Never-married,Adm-clerical,Male,0,0,40,north_america,112337
34,Private,279015,Some-college,10,Never-married,Sales,Male,0,0,65,north_america,106576
47,Private,165937,HS-grad,9,married,Machine-op-inspct,Male,0,0,50,north_america,177401
27,Federal-gov,188343,HS-grad,9,not_married,Exec-managerial,Female,0,0,40,north_america,30862
63,Private,158609,Assoc-voc,11,not_married,Adm-clerical,Female,0,0,8,north_america,49432
34,Private,193036,Some-college,10,married,Adm-clerical,Male,0,0,40,north_america,216757
25,Private,198632,Some-college,10,not_married,Sales,Male,0,0,50,north_america,192556
54,Private,175912,HS-grad,9,not_married,Machine-op-inspct,Male,914,0,40,north_america,48268
19,Unknown,192773,Some-college,10,Never-married,Unknown,Female,0,0,35,north_america,82408
35,Private,101387,HS-grad,9,not_married,Sales,Female,0,0,50,north_america,70453
24,Private,60783,Some-college,10,married,Transport-moving,Male,0,0,70,north_america,178240
26,Private,183224,Some-college,10,Never-married,Adm-clerical,Female,0,0,35,north_america,113462
59,Local-gov,100776,Assoc-voc,11,not_married,Adm-clerical,Female,0,0,40,north_america,145456
43,Private,57600,Doctorate,16,not_married,Prof-specialty,Female,0,0,40,other,43760
20,Private,174063,Some-college,10,Never-married,Other-service,Female,0,0,40,north_america,135203
41,Private,306495,HS-grad,9,married,Farming-fishing,Male,0,0,40,north_america,228094
51,Private,249741,Some-college,10,married,Sales,Male,0,0,40,north_america,286175
27,Private,93021,HS-grad,9,Never-married,Adm-clerical,Female,0,0,40,north_america,186444
36,Private,49626,HS-grad,9,married,Exec-managerial,Male,0,0,40,north_america,32006
25,Private,63062,Some-college,10,Never-married,Farming-fishing,Male,0,0,60,north_america,203176
55,Private,320835,Bachelors,13,married,Sales,Male,0,0,50,north_america,183434
22,Local-gov,123727,Some-college,10,Never-married,Prof-specialty,Female,0,0,21,north_america,223104
58,State-gov,110517,Doctorate,16,married,Prof-specialty,Male,4064,0,40,asia,182401
43,Private,149670,Some-college,10,married,Adm-clerical,Female,4064,0,15,north_america,295755
39,Private,172425,Assoc-voc,11,married,Adm-clerical,Female,0,0,20,north_america,128331
40,Private,216116,9th,5,Never-married,Machine-op-inspct,Female,0,0,40,north_america,134929
46,Private,174209,HS-grad,9,not_married,Exec-managerial,Male,0,0,45,north_america,96680
54,Federal-gov,175083,HS-grad,9,Never-married,Adm-clerical,Female,0,0,20,north_america,164535
19,Private,129059,Some-college,10,Never-married,Sales,Male,0,0,30,north_america,129392
24,Private,121313,HS-grad,9,married,Adm-clerical,Male,0,0,40,north_america,144118
53,Unknown,181317,HS-grad,9,married,Unknown,Male,0,0,40,north_america,214856
24,State-gov,166851,Masters,14,Never-married,Prof-specialty,Male,0,0,13,north_america,137081
29,Self-emp-not-inc,29616,HS-grad,9,Never-married,Farming-fishing,Male,0,0,65,north_america,220985
56,Self-emp-inc,105582,Some-college,10,married,Exec-managerial,Male,7688,0,50,north_america,168232
54,Unknown,124993,HS-grad,9,married,Unknown,Male,0,0,40,north_america,143925
21,Unknown,148509,Some-college,10,Never-married,Unknown,Female,0,0,30,north_america,179871
34,Private,230246,9th,5,not_married,Craft-repair,Male,0,0,40,other,265043
56,Private,117881,11th,7,not_married,Machine-op-inspct,Female,0,0,40,north_america,226963
34,Private,203408,Bachelors,13,married,Prof-specialty,Male,7688,0,50,north_america,42888
19,Private,446219,10th,6,Never-married,Sales,Female,0,0,40,north_america,203503
32,Self-emp-inc,110331,HS-grad,9,married,Sales,Male,0,0,65,north_america,180016
48,Private,207946,HS-grad,9,not_married,Adm-clerical,Female,0,0,52,north_america,170750
67,Unknown,45537,Masters,14,married,Unknown,Male,0,0,40,north_america,223581
47,Private,188330,HS-grad,9,married,Transport-moving,Male,0,0,25,north_america,70139
52,Private,147629,HS-grad,9,married,Transport-moving,Male,0,0,60,north_america,173591
40,Private,153799,1st-4th,2,not_married,Machine-op-inspct,Female,0,0,40,north_america,106252
28,Private,203776,10th,6,married,Craft-repair,Male,0,0,50,north_america,284077
41,Private,168071,Bachelors,13,married,Exec-managerial,Male,7298,0,50,north_america,237298
57,Private,348430,1st-4th,2,not_married,Craft-repair,Male,0,0,40,europe,168822
51,Private,103407,HS-grad,9,not_married,Adm-clerical,Female,0,0,40,north_america,57025
26,Unknown,152046,11th,7,Never-married,Unknown,Female,0,0,35,europe,142510
36,Private,153205,Bachelors,13,married,Prof-specialty,Male,0,0,45,other,140190
33,Private,326104,Some-college,10,married,Exec-managerial,Male,0,0,50,north_america,158301
46,Private,238162,Bachelors,13,married,Craft-repair,Male,0,0,45,north_america,290793
50,Private,221336,HS-grad,9,not_married,Adm-clerical,Female,0,0,40,asia,124183
33,Private,180656,Some-college,10,not_married,Craft-repair,Male,0,0,40,other,56880
77,Self-emp-not-inc,145329,HS-grad,9,Never-married,Machine-op-inspct,Male,401,0,20,north_america,293958
39,Private,315776,Masters,14,Never-married,Exec-managerial,Male,8614,0,52,north_america,139731
67,Unknown,150516,HS-grad,9,not_married,Unknown,Male,0,0,3,north_america,297886
35,Private,325802,Assoc-acdm,12,not_married,Handlers-cleaners,Female,0,0,24,north_america,66179
23,Private,133985,10th,6,Never-married,Craft-repair,Female,0,0,40,north_america,251301
37,Private,269329,Assoc-voc,11,not_married,Prof-specialty,Female,8614,0,45,north_america,212075
41,Private,183203,HS-grad,9,married,Transport-moving,Male,0,0,50,north_america,95897
60,Private,76127,Assoc-acdm,12,married,Adm-clerical,Male,0,0,35,north_america,33995
32,Private,195891,Bachelors,13,Never-married,Adm-clerical,Male,0,0,55,north_america,29795
56,Federal-gov,162137,HS-grad,9,married,Transport-moving,Male,0,0,40,north_america,43835
45,State-gov,37672,Assoc-voc,11,not_married,Tech-support,Female,0,0,40,north_america,200476
24,Private,161708,HS-grad,9,not_married,Exec-managerial,Female,0,0,45,north_america,148895
18,Private,80616,10th,6,Never-married,Handlers-cleaners,Male,0,0,27,north_america,219786
31,Private,209276,HS-grad,9,married,Other-service,Male,0,0,40,north_america,251283
21,Unknown,34443,Some-college,10,Never-married,Unknown,Male,0,0,50,north_america,161681
45,Private,192835,Bachelors,13,married,Exec-managerial,Male,0,1977,55,north_america,178923
23,Private,203240,Some-college,10,Never-married,Other-service,Female,0,0,40,north_america,257433
45,State-gov,102308,Some-college,10,married,Exec-managerial,Male,0,0,40,north_america,93117
18,Private,40829,11th,7,Never-married,Sales,Female,0,0,25,north_america,143194
25,Private,60726,HS-grad,9,married,Transport-moving,Male,0,0,30,north_america,80113
31,State-gov,116677,HS-grad,9,married,Sales,Male,0,0,40,north_america,112915
19,Private,57067,HS-grad,9,Never-married,Machine-op-inspct,Male,0,0,45,north_america,125021
41,Private,304906,Bachelors,13,married,Exec-managerial,Male,0,0,40,north_america,172623
74,Private,101590,Prof-school,15,not_married,Adm-clerical,Female,0,0,20,north_america,82357
27,Private,258102,5th-6th,3,Never-married,Transport-moving,Male,0,0,40,north_america,157970
23,Private,241185,HS-grad,9,Never-married,Adm-clerical,Female,0,0,40,north_america,287273
31,Private,124827,Assoc-voc,11,married,Sales,Male,0,0,40,north_america,184460
40,Self-emp-inc,76625,HS-grad,9,married,Handlers-cleaners,Male,0,0,40,north_america,84961
41,Federal-gov,263339,HS-grad,9,married,Transport-moving,Male,0,0,40,north_america,255693
25,Private,135645,Masters,14,Never-married,Sales,Male,0,0,20,north_america,81770
42,Private,245626,HS-grad,9,married,Craft-repair,Male,0,0,60,north_america,219122
24,Private,210781,Bachelors,13,Never-married,Craft-repair,Female,0,0,40,north_america,29731
42,Private,235786,Assoc-acdm,12,married,Craft-repair,Male,0,0,50,north_america,180818
45,Self-emp-not-inc,160167,10th,6,married,Craft-repair,Male,0,0,70,north_america,183665
52,Federal-gov,30731,HS-grad,9,married,Exec-managerial,Male,7298,0,40,north_america,69366
34,Private,314375,Assoc-voc,11,not_married,Craft-repair,Male,0,0,40,north_america,286433
32,Private,81528,HS-grad,9,Never-married,Handlers-cleaners,Male,0,0,60,north_america,36476
54,Private,182854,HS-grad,9,married,Craft-repair,Male,0,0,45,north_america,213999
42,Federal-gov,296798,11th,7,Never-married,Tech-support,Male,0,1340,40,north_america,65164
32,Private,194426,Bachelors,13,married,Tech-support,Male,15024,0,40,north_america,259506
40,Unknown,70645,Some-college,10,married,Unknown,Female,0,0,20,north_america,254542
55,Self-emp-inc,141807,Bachelors,13,married,Sales,Male,0,0,60,north_america,107309
66,Unknown,112871,11th,7,Never-married,Unknown,Male,0,0,30,north_america,64135
52,State-gov,71344,Masters,14,married,Prof-specialty,Male,0,0,40,north_america,245192
21,State-gov,341410,Some-college,10,Never-married,Adm-clerical,Female,0,0,15,north_america,217590
33,Private,118941,Bachelors,13,married,Exec-managerial,Female,0,0,40,north_america,271936
52,Unknown,159755,Assoc-voc,11,married,Unknown,Male,0,0,50,north_america,62530
28,Private,128509,5th-6th,3,Never-married,Machine-op-inspct,Female,0,0,40,other,145310
27,Self-emp-not-inc,229125,11th,7,married,Craft-repair,Male,0,0,40,north_america,233424
42,Local-gov,142756,Bachelors,13,not_married,Prof-specialty,Female,0,0,50,north_america,216206
27,Self-emp-inc,243871,Some-college,10,Never-married,Adm-clerical,Female,0,0,45,north_america,294548
47,Private,213140,Assoc-voc,11,married,Craft-repair,Male,7688,0,40,north_america,160028
19,Private,196857,HS-grad,9,Never-married,Other-service,Female,0,0,40,north_america,49826
46,Private,138626,Some-college,10,married,Craft-repair,Male,0,0,40,north_america,94438
55,Self-emp-not-inc,161334,HS-grad,9,not_married,Other-service,Female,0,0,25,north_america,81706
50,Private,273536,7th-8th,4,married,Sales,Male,0,0,49,north_america,264309
32,Private,115631,Some-college,10,Never-married,Adm-clerical,Female,4101,0,50,north_america,296693
28,Private,185957,HS-grad,9,married,Adm-clerical,Female,0,0,40,north_america,242369
23,Private,334357,HS-grad,9,Never-married,Adm-clerical,Female,0,0,40,north_america,206422
43,Private,96102,Masters,14,not_married,Exec-managerial,Male,0,0,50,north_america,44037
34,Private,213226,Bachelors,13,married,Prof-specialty,Male,0,0,40,asia,149203
19,Private,115248,Some-college,10,Never-married,Adm-clerical,Male,0,0,40,asia,298065
37,Private,185061,Some-college,10,married,Exec-managerial,Male,0,0,55,north_america,219742
27,Private,147638,Bachelors,13,Never-married,Adm-clerical,Female,0,0,40,asia,261155
18,Private,280298,HS-grad,9,Never-married,Sales,Female,0,0,24,north_america,70467
31,Private,163516,Some-college,10,not_married,Adm-clerical,Female,0,0,40,north_america,283593
49,Private,277434,HS-grad,9,married,Transport-moving,Male,0,0,50,north_america,291750
26,Federal-gov,206983,Prof-school,15,married,Prof-specialty,Male,0,0,60,south_america,66350
48,Private,108993,HS-grad,9,married,Craft-repair,Male,0,0,45,north_america,296717
39,Private,288551,HS-grad,9,married,Craft-repair,Male,0,0,40,north_america,185924
41,Private,176069,HS-grad,9,not_married,Machine-op-inspct,Female,0,0,40,north_america,232112
48,State-gov,183486,Assoc-voc,11,not_married,Prof-specialty,Female,0,0,56,north_america,295256
40,Private,163215,Bachelors,13,not_married,Exec-managerial,Female,10520,0,40,north_america,170454
70,Private,94692,Bachelors,13,married,Sales,Male,0,0,70,north_america,292078
20,Private,118462,HS-grad,9,Never-married,Handlers-cleaners,Male,0,0,43,north_america,116592
38,Private,407068,5th-6th,3,married,Other-service,Male,0,0,75,north_america,178805
37,Self-emp-not-inc,243587,Some-college,10,not_married,Other-service,Female,0,0,40,north_america,31021
49,Private,23074,Some-college,10,not_married,Exec-managerial,Female,0,0,40,north_america,138002
51,Private,237735,HS-grad,9,married,Handlers-cleaners,Male,3103,0,40,north_america,159779
43,Private,188291,1st-4th,2,Never-married,Sales,Male,0,0,40,north_america,207225
38,Private,284166,Prof-school,15,Never-married,Prof-specialty,Male,0,0,50,north_america,240238
18,Unknown,423460,11th,7,Never-married,Unknown,Male,0,0,36,north_america,96237
23,Private,287681,7th-8th,4,Never-married,Other-service,Male,0,0,25,north_america,217793
34,Private,509364,HS-grad,9,married,Craft-repair,Male,0,0,40,north_america,197112
62,Unknown,139391,Some-college,10,married,Unknown,Male,0,0,24,north_america,91413
33,Private,91964,Some-college,10,Never-married,Adm-clerical,Male,0,0,40,north_america,257061
31,Private,117526,Some-college,10,Never-married,Farming-fishing,Female,0,0,45,north_america,35979
64,Private,91343,Some-college,10,not_married,Tech-support,Female,0,0,40,north_america,31749
26,Local-gov,336969,Bachelors,13,married,Prof-specialty,Male,0,0,28,north_america,283498
55,Private,255364,Some-college,10,married,Prof-specialty,Male,0,0,40,north_america,50462
61,Local-gov,167670,Bachelors,13,not_married,Prof-specialty,Male,0,0,40,north_america,79034
37,Private,211494,HS-grad,9,married,Tech-support,Male,0,0,40,north_america,118569
78,Local-gov,136198,Bachelors,13,married,Exec-managerial,Male,0,0,15,north_america,79352
27,Federal-gov,409815,Some-college,10,Never-married,Adm-clerical,Female,0,0,40,north_america,155459
49,Private,188823,HS-grad,9,not_married,Prof-specialty,Male,0,0,42,north_america,111994
55,State-gov,146326,Masters,14,married,Prof-specialty,Male,7688,0,45,north_america,52327
42,Private,154374,Bachelors,13,married,Transport-moving,Male,0,0,58,north_america,171751
22,Unknown,216563,HS-grad,9,Never-married,Unknown,Female,0,0,40,north_america,99683
61,Private,197286,9th,5,married,Craft-repair,Male,0,0,40,north_america,140639
64,Self-emp-not-inc,100722,Bachelors,13,married,Adm-clerical,Male,0,0,5,north_america,226220
46,Local-gov,377622,HS-grad,9,married,Other-service,Male,0,0,40,north_america,32882
24,Private,145964,Bachelors,13,Never-married,Exec-managerial,Male,0,0,40,north_america,265701
27,Private,358636,Some-college,10,married,Craft-repair,Male,2829,0,70,north_america,280458
47,Private,155489,HS-grad,9,married,Transport-moving,Male,7688,0,55,north_america,247381
18,Private,57413,Some-college,10,not_married,Other-service,Male,0,0,15,north_america,67633
48,Private,320421,HS-grad,9,married,Sales,Male,0,0,50,north_america,92358
50,Self-emp-not-inc,174752,HS-grad,9,not_married,Farming-fishing,Male,0,0,40,north_america,228506
40,State-gov,229364,Masters,14,not_married,Prof-specialty,Female,0,0,45,north_america,150520
56,Self-emp-not-inc,157486,10th,6,not_married,Sales,Male,0,0,40,north_america,283587
34,Private,92682,HS-grad,9,Never-married,Adm-clerical,Female,4865,0,40,north_america,119109
56,Federal-gov,101338,Bachelors,13,married,Sales,Male,0,0,40,north_america,78558
18,Private,132652,11th,7,Never-married,Other-service,Male,0,0,20,north_america,60172
21,Private,34616,Some-college,10,Never-married,Other-service,Female,0,0,25,north_america,45389
40,Private,218903,HS-grad,9,not_married,Tech-support,Female,0,0,40,north_america,248814
27,Local-gov,204098,HS-grad,9,married,Handlers-cleaners,Male,0,0,50,north_america,88813
52,Self-emp-not-inc,64045,Prof-school,15,married,Prof-specialty,Male,99999,0,45,north_america,35854
46,Private,189763,HS-grad,9,not_married,Sales,Female,0,0,30,north_america,175824
23,Private,26248,HS-grad,9,Never-married,Adm-clerical,Female,0,0,40,north_america,249110
50,Private,92079,Some-college,10,married,Tech-support,Male,0,0,45,north_america,108354
19,Private,280071,Some-college,10,Never-married,Machine-op-inspct,Male,0,0,50,north_america,65113
20,Private,224059,HS-grad,9,Never-married,Other-service,Male,0,0,40,north_america,108049
39,Private,185520,Some-college,10,not_married,Exec-managerial,Female,8614,0,40,north_america,299988
24,Private,265567,11th,7,Never-married,Craft-repair,Male,0,0,35,north_america,259761
72,Private,106890,Assoc-voc,11,not_married,Adm-clerical,Female,0,0,40,north_america,295497
42,State-gov,39586,Masters,14,married,Prof-specialty,Female,0,0,20,north_america,37290
42,Private,153132,Bachelors,13,not_married,Sales,Male,0,0,45,other,98206
51,Private,209912,Bachelors,13,not_married,Exec-managerial,Male,0,0,50,north_america,283045
39,Private,144169,HS-grad,9,married,Sales,Male,0,0,50,north_america,189751
40,Local-gov,50442,Some-college,10,Never-married,Adm-clerical,Female,2977,0,35,north_america,55376
34,Private,89644,Some-college,10,married,Sales,Male,0,0,55,north_america,298431
19,Private,275889,11th,7,Never-married,Handlers-cleaners,Male,0,0,40,north_america,53789
26,Private,231638,HS-grad,9,Never-married,Exec-managerial,Female,0,0,40,north_america,116278
45,Local-gov,224474,Bachelors,13,not_married,Prof-specialty,Female,4934,0,50,north_america,89040
28,Private,355259,Masters,14,Never-married,Prof-specialty,Female,0,0,40,north_america,91728
30,Federal-gov,68330,Bachelors,13,Never-married,Prof-specialty,Male,0,0,40,north_america,160236
32,Private,185410,HS-grad,9,Never-married,Adm-clerical,Female,0,0,40,north_america,207220
19,Private,87653,Some-college,10,Never-married,Other-service,Female,0,0,25,north_america,106098
21,Private,286853,HS-grad,9,Never-married,Other-service,Male,0,0,35,north_america,277048
54,Private,96710,HS-grad,9,married,Priv-house-serv,Female,0,0,20,north_america,298400
62,Private,160143,Prof-school,15,married,Prof-specialty,Male,0,0,30,north_america,29850
